ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\critter\birds\bird02.obj;19813.48828125;117.62069702148438;17402.154296875;0;249.5;0;;6.6591796875;171307;m2;190720;0;
..\..\world\critter\birds\bird02.obj;19901.884765625;76.29492950439453;17425.470703125;0;122.5;0;;6.75;171305;m2;190720;0;
..\..\world\critter\birds\bird02.obj;19977.822265625;109.10884857177734;17360.60546875;0;138;0;;6.119140625;171304;m2;190720;0;
..\..\world\critter\birds\bird02.obj;19951.91015625;100.7313003540039;17435.12890625;0;24;0;;5.3193359375;171303;m2;190720;0;
..\..\world\critter\birds\bird02.obj;19998.560546875;124.74465942382812;17501.806640625;0;21.5;0;;4.419921875;171306;m2;190720;0;
..\..\world\critter\birds\bird02.obj;19667.775390625;154.37298583984375;17116.482421875;0;122.5;0;;2.7490234375;195017;m2;190720;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;19806.26953125;97.68882751464844;17498.408203125;0;0;0;;1;181716;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;19944.68359375;95.94268035888672;17310.033203125;0;281;0;;1;171017;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;20089.794921875;105.04776000976562;17404.248046875;0;0;0;;1;181700;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;19886.185546875;116.39618682861328;17237.701171875;0;134.69647216796875;0;;0.9296875;184752;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree02.obj;20122.39453125;128.53009033203125;17119.3671875;0;40.5137939453125;0;;1.0927734375;184219;m2;203588;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree02.obj;20279.669921875;118.88578033447266;17239.3984375;0;357.5137939453125;0;;1.0927734375;235644;m2;203588;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree02.obj;20214.634765625;220.5989532470703;17405.9765625;0;61.0137939453125;0;;1.0927734375;397889;m2;203588;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;19884.03515625;80.0613784790039;17494.423828125;0;15.348388671875;0;;0.8486328125;181677;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;19777.845703125;132.7361297607422;17158.255859375;0;141.22256469726562;0;;0.83984375;184692;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;19924.81640625;117.51380920410156;17209.5703125;0;177.126953125;0;;0.83984375;184746;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree01.obj;20081.796875;118.67312622070312;17210.33984375;0;268.0932312011719;0;;2.1396484375;184323;m2;203587;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree01.obj;20038.720703125;120.933349609375;17132.35546875;0;156.59326171875;0;;2.1396484375;184327;m2;203587;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree01.obj;20104.94140625;128.7977752685547;17071.55078125;0;131.09326171875;0;;2.1396484375;184337;m2;203587;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree02.obj;19772.490234375;117.2354965209961;17315.537109375;0;204.742919921875;0;;1.041015625;184775;m2;203588;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree03.obj;20077.83203125;116.62079620361328;17304.7265625;0;0;0;;0.8095703125;181701;m2;203589;0;
..\..\world\lordaeron\aeriepeaks\passivedoodads\trees\aerietree02.obj;19924.51953125;130.08706665039062;17150.53515625;0;358.90631103515625;0;;1.01953125;184709;m2;203588;0;
